N,mode,P_hurto_mean,P_act_mean,P_net_mean,P_inert_mean,E_hurto,E_act_pos,E_act_neg,E_net_act,eff_hurto,E_vent,E_xarxa,millora,J_var,W_analitic_kJ
3,paper,97.5325460772077,12.061227099400403,9.011452869273047,2.2275341800021065,0.33730871125729256,0.358531645023391,0.2465092554979266,0.11202238952546442,3.011082960067854,132.58682649868734,138.1083311912746,4.164444416083891,21.998917181630755,1956.6227818648117
3,sinusoidal,92.20713957422284,11.663060618366968,9.941616334166518,1.4434775166357738,0.3486491904686607,0.349752244542512,0.24964346242801533,0.1001087821144967,3.482703311555617,132.58682649868734,138.11143250919795,4.166783500595384,16.11297063325346,1956.6227818648117
3,control,115.71284475108189,12.599176396580981,-15.418524513176518,1.830113743166593,-0.4345969882833144,0.2697578179290388,0.3188916933829395,-0.049133875453900674,8.84516014895325,132.58682649868734,138.14651965121965,4.193247021104076,15.99078548847998,1956.6227818648117
7,paper,245.32969579404698,24.32986162129324,31.11333270557233,6.43194015289023,1.0607676190003863,0.8487283408488084,0.5657940394877321,0.2829343013610764,3.7491658316023164,132.58682649868734,138.2999004842426,4.308930333747755,20.958125841342437,4565.45315768456
7,sinusoidal,215.3839689611748,21.349247666704017,28.94015805547574,4.077393682431588,0.9698516554568402,0.8231162649135334,0.5767685608435864,0.24634770406994697,3.9369218202437257,132.58682649868734,138.27154502754763,4.287544003413086,14.820469847422983,4565.45315768456
7,control,193.28433892424684,17.21811854252504,-35.890553071678454,4.337416173320198,-1.0110915520170534,0.6303142131264818,0.7441419383515758,-0.11382772522509396,8.882647517555768,132.58682649868734,138.23068218679936,4.256724319567205,15.429484178430442,4565.45315768456
